household_id,kwh_per_occupant,kwh_per_sqft,usage_category
H1853,1497.67,0.6845,High
H1854,323.73,1.7905,High
H1855,578.9,0.5409,High
H1856,286.43,0.4713,High
H1857,2078.37,2.242,
H1858,480.03,0.5593,High
H1859,1158.27,0.7011,High
H1860,595.76,1.3581,High
H1861,475.24,0.8028,High
H1862,357.08,3.8122,
H1863,220.17,0.7453,High
H1864,308.68,0.4557,High
H1865,1766.15,0.6337,High
H1866,222.26,0.6648,High
H1867,394.97,0.7393,High
H1868,374.66,0.4369,High
H1869,245.87,0.3684,High
H1870,258.79,0.4543,High
H1871,301.25,0.576,High
H1872,329.43,0.622,High
H1873,1644.43,0.5035,High
H1874,521.21,0.5272,High
H1875,258.01,0.6076,High
H1876,406.44,2.7132,
H1877,767.17,0.9128,High
H1878,1966.86,0.6392,High
H1879,1856.66,3.5774,High
H1880,264.73,0.582,High
H1881,794.24,0.8513,High
H1882,538.05,0.7442,High
H1883,315.04,0.5094,High
H1884,248.9,0.6134,High
H1885,1567.51,0.4739,High
H1886,1920.0,0.6107,High
H1887,304.64,0.9955,High
H1888,397.91,0.7335,High
H1889,1626.21,0.5297,High
H1890,235.29,0.7598,High
H1891,418.13,1.3338,High
H1892,547.16,0.5647,High
H1893,594.84,0.6275,High
H1894,406.62,1.0303,High
H1895,371.93,1.6049,High
H1896,374.67,1.0828,High
H1897,396.86,0.5341,High
H1898,189.44,0.5253,High
H1899,322.95,1.1513,High
H1900,278.03,0.6542,High
H1901,182.01,0.4048,High
H1902,832.42,0.6406,High
H1903,398.11,2.3662,High
H1904,1797.13,2.9269,High
H1905,287.89,0.5418,High
H1906,316.98,0.4383,High
H1907,355.83,1.2194,High
H1908,295.77,0.6208,High
H1909,551.98,1.3406,
H1910,417.62,0.6115,
H1911,366.11,2.923,High
H1912,336.37,0.6053,High
H1913,218.0,0.383,High
H1914,1072.3,4.2892,
H1915,203.96,0.5798,High
H1916,234.89,0.4186,High
H1917,593.62,0.5474,High
H1918,672.55,1.0023,
H1919,1131.05,0.6491,
H1920,688.9,0.973,High
H1921,667.82,0.4346,High
H1922,294.66,0.488,High
H1923,1468.57,0.6349,High
H1924,1696.4,0.5462,High
H1925,2023.32,3.3778,
H1926,621.42,1.6411,High
H1927,441.44,1.0669,High
H1928,467.24,0.615,High
H1929,1590.96,0.8549,High
H1930,250.69,1.6121,High
H1931,604.03,0.6422,High
H1932,323.4,0.6364,High
H1933,1724.67,0.9455,High
H1934,1262.08,0.9015,High
H1935,597.01,0.4971,High
H1936,329.64,0.612,High
H1937,277.08,1.628,High
H1938,1724.51,0.5087,High
H1939,1873.11,2.0404,High
H1940,208.89,0.3723,High
H1941,693.97,0.7945,High
H1942,977.24,0.607,High
H1943,435.2,1.2282,High
H1944,365.23,1.2894,High
H1945,1357.42,0.8907,High
H1946,847.71,1.2767,High
H1947,316.81,1.032,High
H1948,273.78,0.6506,High
H1949,218.04,0.5179,High
H1950,1466.4,0.4706,High
H1951,383.33,0.5975,High
H1952,2396.13,0.9174,
H1953,328.68,0.4954,High
H1954,1737.81,1.2657,High
H1955,424.28,0.6321,High
H1956,541.86,2.3058,High
H1957,291.4,0.5016,High
H1958,354.19,0.5044,High
H1959,278.65,0.8907,High
H1960,697.73,0.7825,
H1961,440.67,0.519,High
H1962,516.16,0.587,High
H1963,303.38,1.2819,High
H1964,301.48,0.555,High
H1965,440.63,1.3252,High
H1966,576.17,0.3904,High
H1967,522.52,1.8617,High
H1968,241.24,0.8441,High
H1969,258.61,2.8895,High
H1970,446.0,0.6068,High
H1971,870.46,0.8154,High
H1972,843.15,0.6466,High
H1973,317.57,0.4818,High
H1974,364.55,0.9906,High
H1975,900.69,0.8192,High
H1976,359.26,1.0288,High
H1977,611.06,0.8111,High
H1978,259.48,0.4461,High
H1979,328.23,1.2032,High
H1980,1479.58,0.5634,High
H1981,506.96,0.4685,High
H1982,428.43,1.321,High
H1983,690.0,0.4519,High
H1984,500.94,1.119,High
H1985,503.64,0.8986,
H1986,248.16,0.6426,High
H1987,1318.63,1.0669,High
H1988,449.11,1.1158,Medium
H1989,289.81,1.7068,High
H1990,253.05,0.8923,High
H1991,316.29,1.2307,High
H1992,1739.0,2.113,High
H1993,283.39,0.4886,High
H1994,354.12,2.9461,High
H1995,520.51,1.2413,High
H1996,643.27,2.7727,High
H1997,595.93,1.0492,High
H1998,1894.73,0.6471,High
H1999,403.46,0.6484,High
H2000,415.43,0.8891,High
H2001,1486.0,0.5902,High
H2002,1564.05,1.0263,High
H2003,677.33,3.6878,
H2004,1782.18,0.5968,High
H2005,238.09,0.5502,Medium
H2006,833.59,0.9505,High
H2007,294.53,0.7434,High
H2008,608.0,0.652,High
H2009,232.91,0.5808,High
H2010,341.85,1.8629,
H2011,219.22,0.4653,High
H2012,2238.77,1.3016,
H2013,827.98,0.6894,High
H2014,438.4,0.5606,High
H2015,374.75,0.46,High
H2016,371.45,2.4214,High
H2017,236.17,1.6269,High
H2018,716.58,2.7298,High
H2019,623.95,0.5702,High
H2020,223.39,0.5033,High
H2021,405.08,0.5467,High
H2022,282.56,0.5374,High
H2023,773.56,2.2102,High
H2024,177.5,0.2567,Medium
H2025,274.94,0.9681,High
H2026,542.65,0.6235,High
H2027,468.8,0.5122,High
H2028,1222.82,1.5518,High
H2029,464.09,0.6102,High
H2030,259.72,0.4957,High
H2031,408.41,0.8517,High
H2032,278.56,1.4104,High
H2033,826.13,0.515,High
H2034,461.15,1.9934,High
H2035,286.67,0.4543,High
H2036,411.17,1.3683,High
H2037,1916.1,3.6567,High
H2038,339.83,2.3865,High
H2039,1761.27,0.86,High
H2040,361.54,0.5905,High
H2041,1336.02,0.7617,High
H2042,1966.75,1.9667,High
H2043,1330.55,0.4248,High
H2044,736.26,1.1223,High
H2045,391.41,1.2118,High
H2046,1911.38,0.8446,High
H2047,393.18,0.7679,High
H2048,357.72,2.4418,High
H2049,765.18,1.4397,High
H2050,481.46,0.692,High
H2051,227.6,0.9474,Medium
H2052,800.07,1.6651,High
H2053,1732.56,1.3007,High
H2054,388.89,1.1616,High
H2055,2124.51,1.4098,
H2056,308.58,1.1338,High
H2057,717.39,0.4177,High
H2058,266.79,2.277,High
H2059,351.18,0.6147,
H2060,847.3,1.1695,High
H2061,781.36,0.8591,High
H2062,1223.04,1.0617,High
H2063,788.54,1.4836,High
H2064,334.99,0.8938,High
H2065,2067.43,1.696,
H2066,312.76,0.5716,High
H2067,463.82,0.6551,Medium
H2068,1244.04,0.5857,High
H2069,435.28,0.7142,High
H2070,249.52,0.9609,High
H2071,345.2,0.7695,High
H2072,1491.03,0.5452,High
H2073,462.97,1.8544,High
H2074,339.19,0.6311,High
H2075,380.34,0.9294,High
H2076,1604.07,0.5859,High
H2077,555.21,0.4763,High
H2078,1795.28,0.6016,High
H2079,1506.3,2.1306,High
H2080,209.82,0.3887,High
H2081,372.51,0.5334,High
H2082,201.22,1.039,High
H2083,348.84,1.2219,High
H2084,675.89,1.8048,High
H2085,398.86,1.4262,High
H2086,713.86,0.5697,High
H2087,370.55,0.9487,High
H2088,293.04,0.8417,High
H2089,593.26,0.6066,High
H2090,595.64,1.3005,High
H2091,1980.18,0.5821,High
H2092,876.52,0.6001,High
H2093,364.36,1.4488,High
H2094,1368.67,2.0992,High
H2095,236.71,0.7405,High
H2096,550.07,1.6618,
H2097,1255.87,1.8018,High
H2098,257.16,2.1762,High
H2099,238.7,1.797,High
H2100,366.66,0.6944,High
H2101,885.0,0.7849,High
H2102,1046.45,0.3867,High
H2103,615.9,0.5744,High
H2104,524.28,0.7202,High
H2105,1582.61,1.3199,High
H2106,486.61,0.4717,High
H2107,1439.16,0.4947,High
H2108,288.99,0.8108,High
H2109,414.63,1.0645,High
H2110,484.58,3.3827,High
H2111,785.94,1.0161,High
H2112,540.08,1.1665,High
H2113,309.28,0.6139,High
H2114,292.89,0.9903,High
H2115,475.06,0.5966,High
H2116,296.77,1.0472,High
H2117,483.15,0.9746,High
H2118,1235.66,0.3714,High
H2119,330.41,0.7631,High
H2120,1599.35,0.495,High
H2121,257.73,1.2283,High
H2122,209.3,0.6687,High
H2123,1105.8,0.563,High
H2124,254.71,1.9961,High
H2125,284.4,0.6923,High
H2126,329.32,0.3786,High
H2127,416.33,1.4468,High
H2128,495.4,0.7602,High
H2129,442.56,1.0322,High
H2130,577.19,0.6727,High
H2131,284.76,0.4556,High
H2132,382.1,2.3087,High
H2133,383.5,2.8673,High
H2134,1508.29,0.5913,High
H2135,262.04,0.5248,High
H2136,927.97,0.5829,High
H2137,316.29,3.1254,High
H2138,848.54,1.5598,High
H2139,1421.88,0.5148,High
H2140,582.04,0.7933,High
H2141,279.64,1.9286,High
H2142,328.26,0.5012,High
H2143,214.54,0.4773,High
H2144,237.28,0.6825,High
H2145,1284.07,0.6765,High
H2146,450.03,1.1822,High
H2147,352.21,0.4737,High
H2148,407.94,2.4318,High
H2149,296.95,0.3928,Medium
H2150,1528.59,1.6706,High
H2151,257.21,1.8268,High
H2152,955.08,0.8706,High
H2153,760.46,0.5338,High
H2154,308.19,1.0218,High
H2155,651.22,1.8267,High
H2156,245.33,0.5955,High
H2157,429.55,0.9615,High
H2158,285.97,0.8571,High
H2159,508.11,0.5992,High
H2160,266.15,0.5436,High
H2161,1615.52,2.932,High
H2162,310.56,1.3348,High
H2163,266.93,2.4526,High
H2164,367.14,0.4813,High
H2165,840.41,0.4862,High
H2166,1714.1,1.6988,High
H2167,274.03,0.668,High
H2168,356.5,1.3791,High
H2169,793.46,2.2351,High
H2170,618.93,1.587,High
H2171,1402.74,1.6962,High
H2172,573.81,0.4569,High
H2173,784.4,0.5541,High
H2174,1226.36,1.7696,High
H2175,319.29,0.6437,High
H2176,250.65,2.7146,High
H2177,520.5,0.5313,High
H2178,404.52,1.2563,High
H2179,1417.97,0.5303,High
H2180,453.77,0.5572,High
H2181,423.3,0.7824,High
H2182,1413.38,0.6313,High
H2183,348.71,1.3002,High
H2184,565.28,0.893,High
H2185,1472.64,0.6045,High
H2186,397.5,0.5707,High
H2187,540.98,0.68,
H2188,441.52,0.7368,High
H2189,747.99,0.9309,High
H2190,310.1,1.9142,High
H2191,751.26,0.6864,High
H2192,1878.22,0.8576,High
H2193,153.06,0.2786,Medium
H2194,161.0,0.8207,Medium
H2195,1456.04,1.2124,High
H2196,253.07,0.4604,High
H2197,1024.85,0.5616,High
H2198,308.65,0.4559,High
H2199,505.78,1.1198,High
H2200,288.77,2.1027,High
H2201,347.11,1.2044,High
H2202,452.16,0.5889,High
H2203,338.76,0.5009,High
H2204,244.13,1.1681,High
H2205,801.15,0.7936,High
H2206,272.25,0.5644,High
H2207,386.21,1.4889,High
H2208,825.41,0.5226,High
H2209,341.7,0.398,High
H2210,363.1,0.452,High
H2211,344.76,1.7794,High
H2212,322.54,0.5268,High
H2213,278.11,0.6391,High
H2214,387.57,1.9855,High
H2215,288.31,0.7607,High
H2216,621.69,0.8234,High
H2217,407.91,1.3496,High
H2218,1944.63,1.3301,High
H2219,477.1,1.7476,Medium
H2220,242.62,0.6487,High
H2221,439.02,1.9628,High
H2222,1546.23,1.8473,High
H2223,404.21,1.0112,High
H2224,360.59,1.685,High
H2225,749.15,0.6857,High
H2226,291.9,0.5162,High
H2227,208.9,0.9932,High
H2228,706.28,1.9565,High
H2229,236.0,0.7383,High
H2230,646.6,0.843,High
H2231,275.61,0.7846,High
H2232,573.83,1.4286,High
H2233,725.54,0.9959,High
H2234,450.21,0.9031,High
H2235,486.53,1.9539,High
H2236,389.42,1.7308,High
H2237,273.04,0.4742,High
H2238,1544.14,1.6839,High
H2239,269.36,1.2461,High
H2240,2042.11,1.3901,
H2241,254.01,1.1892,High
H2242,820.97,3.1637,High
H2243,262.16,1.1724,High
H2244,1575.16,1.4114,High
H2245,320.57,0.6143,High
H2246,489.89,0.8989,High
H2247,310.92,1.4461,High
H2248,1368.24,2.5719,High
H2249,334.75,0.504,High
H2250,362.76,2.1985,High
H2251,1917.04,1.4075,High
H2252,515.91,1.0465,High
H2253,893.12,0.9588,High
H2254,242.75,0.5942,High
H2255,459.28,0.7402,High
H2256,681.12,0.8271,High
H2257,507.3,0.6122,High
H2258,321.18,1.0653,High
H2259,494.54,1.446,High
H2260,453.08,0.5589,High
H2261,332.38,0.6842,High
H2262,528.75,1.446,High
H2263,1282.39,1.4999,High
H2264,814.12,3.2243,High
H2265,828.4,0.4911,High
H2266,2067.84,1.9845,
H2267,1162.76,0.3555,High
H2268,166.91,0.3459,Medium
H2269,305.6,0.9944,High
H2270,1300.63,0.3984,High
H2271,340.66,2.2035,High
H2272,231.08,0.5282,High
H2273,378.98,0.5744,High
H2274,661.13,0.5732,High
H2275,367.47,0.9958,High
H2276,1374.84,1.0817,High
H2277,583.38,0.5679,High
H2278,433.2,1.7827,High
H2279,387.28,2.6391,High
H2280,1798.92,0.8823,High
H2281,482.53,0.6497,High
H2282,851.0,0.8666,High
H2283,391.47,0.8804,High
H2284,347.22,0.7864,High
H2285,338.6,0.8638,
H2286,864.16,1.2095,High
H2287,233.12,0.5012,High
H2288,512.05,0.5028,High
H2289,239.05,0.5871,High
H2290,1498.22,0.5024,High
H2291,430.33,0.5337,High
H2292,1685.68,0.6064,High
H2293,304.45,1.6783,High
H2294,348.59,0.7523,High
H2295,286.46,0.4843,High
H2296,262.89,0.6264,High
H2297,1655.83,0.5905,High
H2298,433.8,0.8082,High
H2299,229.44,0.7288,High
H2300,445.16,2.638,High
H2301,440.48,3.4615,High
H2302,800.5,1.397,High
H2303,310.29,0.5378,High
H2304,180.55,0.3294,High
H2305,1814.83,0.5286,High
H2306,405.87,1.0153,High
H2307,340.52,1.0045,High
H2308,1736.34,2.5916,High
H2309,469.39,0.6937,High
H2310,345.58,0.6796,High
H2311,290.55,0.445,High
H2312,833.53,0.6522,High
H2313,710.49,1.5632,High
H2314,310.69,0.5805,High
H2315,954.74,0.8787,High
H2316,199.18,1.1392,High
H2317,376.11,0.9492,High
H2318,417.08,0.2469,Medium
H2319,709.52,1.0511,High
H2320,291.43,0.4462,High
H2321,292.57,1.1141,High
H2322,502.44,0.7253,
H2323,497.53,1.5828,High
H2324,318.92,0.8533,High
H2325,318.76,0.7621,High
H2326,229.52,0.8192,High
H2327,943.06,3.3324,High
H2328,563.1,2.6191,High
H2329,325.76,0.482,High
H2330,327.03,0.8561,High
H2331,2035.47,0.9003,
H2332,816.45,0.9273,High
H2333,860.49,0.8057,High
H2334,527.31,0.5151,High
H2335,370.07,0.7271,High
H2336,312.02,0.4017,High
H2337,591.59,1.5066,High
H2338,378.94,1.5249,High
H2339,291.9,0.6911,High
H2340,382.76,0.4995,High
H2341,239.35,1.9328,High
H2342,513.06,0.5982,High
H2343,242.36,0.5899,High
H2344,476.47,0.5982,Medium
H2345,233.36,0.6301,High
H2346,1435.66,1.1701,High
H2347,269.83,0.9418,High
H2348,1625.37,0.6074,High
H2349,275.41,0.8827,High
H2350,258.25,1.8187,High
H2351,218.46,1.9024,High
H2352,580.26,1.6376,High
H2353,589.28,1.145,High
H2354,896.09,1.2004,High
H2355,446.2,0.4263,High
H2356,360.61,3.0303,High
H2357,450.33,0.6647,High
H2358,917.64,1.7249,High
H2359,377.83,2.2128,High
H2360,1058.5,0.6546,High
H2361,287.88,0.5135,High
H2362,358.71,0.4177,High
H2363,359.58,0.5619,High
H2364,215.61,0.8277,High
H2365,259.9,0.545,High
H2366,389.53,1.3895,High
H2367,795.91,0.4693,High
H2368,294.57,0.7612,High
H2369,306.39,0.4993,High
H2370,631.12,0.7176,High
H2371,300.0,0.4243,High
H2372,297.07,1.0369,High
H2373,467.79,1.8977,High
H2374,291.98,0.9001,High
H2375,297.35,1.0421,High
H2376,476.14,0.7591,High
H2377,478.65,0.5671,High
H2378,465.42,0.662,High
H2379,312.86,1.2885,High
H2380,306.41,1.0352,High
H2381,441.47,0.3982,High
H2382,414.73,0.5207,High
H2383,373.16,0.586,High
H2384,283.79,0.9189,High
H2385,661.35,0.5706,High
H2386,1169.24,1.593,High
H2387,270.16,0.7017,High
H2388,300.9,0.8255,High
H2389,548.43,0.5246,High
H2390,1282.32,0.8893,High
H2391,879.22,0.562,High
H2392,609.7,0.6083,High
H2393,1733.0,1.8223,High
H2394,237.98,0.4605,High
H2395,420.73,1.0934,
H2396,1295.21,1.4391,High
H2397,314.09,3.2831,High
H2398,519.52,1.7631,High
H2399,478.15,0.8381,High
H2400,481.3,3.1717,High
H2401,410.8,0.3662,High
H2402,249.41,0.4736,High
H2403,923.45,0.7312,High
H2404,1255.73,0.4545,High
H2405,355.36,0.9393,
H2406,463.32,1.724,High
H2407,739.6,1.1172,High
H2408,346.58,2.326,High
H2409,756.24,0.9621,High
H2410,415.66,0.5834,High
H2411,356.64,0.8933,High
H2412,613.97,1.7987,High
H2413,319.26,1.0485,High
H2414,306.34,1.1439,High
H2415,1088.06,0.806,High
H2416,1560.57,1.6188,High
H2417,557.1,0.7748,High
H2418,434.85,1.6855,High
H2419,243.42,1.2357,High
H2420,1380.86,0.4386,High
H2421,246.38,0.4342,High
H2422,1611.0,1.5198,High
H2423,515.06,0.4608,High
H2424,1464.13,1.9548,High
H2425,394.42,0.5278,High
H2426,986.98,1.1503,High
H2427,1524.08,2.4346,High
H2428,1779.22,0.5503,High
H2429,458.07,2.3371,High
H2430,268.26,0.7026,High
H2431,731.68,0.5446,High
H2432,887.01,0.9497,High
H2433,213.44,0.7582,High
H2434,1332.79,1.6639,High
H2435,1627.63,0.5146,High
H2436,1081.88,0.7539,High
H2437,854.96,0.7273,High
H2438,568.58,0.4349,High
H2439,1297.62,0.5427,High
H2440,514.64,0.642,High
H2441,867.63,0.6042,High
H2442,279.15,0.7143,High
H2443,890.78,0.3021,Medium
H2444,261.65,0.6267,High
H2445,877.4,0.643,High
H2446,424.92,0.5711,High
H2447,314.34,1.9524,High
H2448,1772.27,1.8675,High
H2449,878.18,0.8384,High
H2450,394.07,0.4589,High
H2451,674.01,0.9195,High
H2452,341.48,0.6712,High
H2453,418.34,1.3451,High
H2454,1024.14,1.7097,High
H2455,326.16,0.9777,High
H2456,579.53,3.1382,High
H2457,958.24,0.8332,High
H2458,347.55,0.9937,High
H2459,854.44,0.6819,High
H2460,688.05,0.8052,High
H2461,261.49,0.8262,High
H2462,387.25,1.1824,High
H2463,1653.4,2.4751,High
H2464,862.74,2.6464,High
H2465,339.54,1.0671,High
H2466,597.03,1.4114,High
H2467,291.1,0.9057,High
H2468,225.92,0.6167,High
H2469,605.48,0.6948,High
H2470,617.17,0.5367,High
H2471,404.12,1.4297,High
H2472,376.36,0.6429,High
H2473,293.5,0.5182,High
H2474,311.82,2.8961,High
H2475,145.57,0.2891,Medium
H2476,498.62,0.9962,High
H2477,390.52,1.8981,High
H2478,294.0,0.9695,High
H2479,314.2,1.2534,High
H2480,1721.74,0.9465,High
H2481,625.32,2.0302,High
H2482,418.43,1.6324,High
H2483,884.15,1.8994,High
H2484,832.06,0.8246,High
H2485,546.01,1.4707,
H2486,323.19,0.4058,Medium
H2487,259.05,0.6986,High
H2488,722.85,1.628,
H2489,423.99,0.4984,High
H2490,690.02,0.6348,High
H2491,193.18,0.3546,High
H2492,1890.8,1.6571,High
H2493,1808.52,0.8132,High
H2494,316.89,0.5114,High
H2495,309.1,1.5227,High
H2496,315.16,0.6171,High
H2497,314.1,1.1034,High
H2498,1658.28,0.6291,High
H2499,708.71,0.9809,High
H2500,256.84,1.1281,High
H2501,708.03,1.5857,High
H2502,414.94,0.7899,High
H2503,1446.28,0.4489,High
H2504,489.76,0.6721,High
H2505,537.57,1.0993,High
H2506,289.55,0.5513,High
H2507,400.5,0.3706,High
H2508,290.66,0.7024,High
H2509,436.35,2.8849,High
H2510,931.1,0.641,High
H2511,881.39,0.6244,High
H2512,475.81,0.9098,High
H2513,428.06,0.3792,High
H2514,484.75,0.6159,High
H2515,332.66,0.7299,High
H2516,1562.18,0.494,High
H2517,679.2,3.7319,
H2518,327.06,1.6032,High
H2519,539.06,0.6902,High
H2520,249.81,0.5255,High
H2521,580.4,1.1662,High
H2522,864.85,1.2198,High
H2523,338.3,0.4883,High
H2524,340.62,0.834,High
H2525,342.65,0.9414,High
H2526,576.33,1.9105,High
H2527,458.75,0.5384,High
H2528,259.0,0.5552,High
H2529,789.19,1.0715,High
H2530,421.24,0.739,High
H2531,1629.78,0.7136,High
H2532,440.13,1.429,High
H2533,316.4,0.9564,High
H2534,395.05,0.873,High
H2535,1168.78,1.1782,High
H2536,301.62,1.0643,High
H2537,310.09,1.6095,High
H2538,1241.8,0.3594,High
H2539,1237.8,0.572,High
H2540,510.67,0.5033,High
H2541,1474.1,0.7319,High
H2542,454.06,1.0543,High
H2543,724.58,0.6099,High
H2544,2170.98,3.9472,
H2545,1052.02,0.8323,High
H2546,257.38,0.5185,High
H2547,297.71,1.1852,High
H2548,516.7,0.8321,High
H2549,882.95,1.182,High
H2550,253.43,0.9665,High
H2551,267.14,0.4634,High
H2552,443.09,0.5437,High
H2553,210.43,0.569,High
H2554,318.49,1.1066,High
H2555,521.6,2.0892,High
H2556,1237.13,0.6518,High
H2557,388.57,0.4622,High
H2558,273.96,0.5274,High
H2559,499.14,0.5234,High
H2560,537.63,2.3174,High
H2561,346.89,0.9024,High
H2562,795.43,1.2913,High
H2563,1204.1,0.4513,High
H2564,373.6,0.8864,High
H2565,400.16,0.4933,High
H2566,413.7,1.5958,High
H2567,381.59,0.6061,High
H2568,1608.61,0.9451,High
H2569,213.38,1.9727,High
H2570,357.56,0.7354,High
H2571,176.39,1.2766,High
H2572,275.86,0.5101,High
H2573,441.95,1.8113,High
H2574,1075.62,1.8277,
H2575,643.12,0.4182,High
H2576,1475.98,0.4368,High
H2577,769.77,0.5664,High
H2578,606.41,1.0565,High
H2579,407.91,0.3873,High
H2580,653.36,0.4289,High
H2581,254.26,1.3359,High
H2582,493.26,2.0051,High
H2583,862.42,1.2581,High
H2584,299.75,0.7237,High
H2585,621.74,0.4014,High
H2586,627.23,0.5409,High
H2587,605.87,1.0056,High
H2588,557.01,0.579,High
H2589,1449.78,0.8214,High
H2590,300.36,2.6271,High
H2591,517.92,1.4854,High
H2592,696.68,0.526,High
H2593,317.95,0.4475,High
H2594,606.31,0.6257,High
H2595,308.08,0.5565,High
H2596,262.2,1.6722,High
H2597,417.7,0.7811,High
H2598,279.41,0.8218,High
H2599,442.24,0.996,High
H2600,422.0,0.5937,High
H2601,243.96,1.1866,High
H2602,278.83,0.4067,High
H2603,271.42,0.39,High
H2604,303.62,1.4441,High
H2605,654.96,0.4731,High
H2606,1216.62,0.6413,High
H2607,905.48,0.802,High
H2608,1922.85,1.7971,High
H2609,1258.82,0.514,High
H2610,770.78,0.6137,High
H2611,792.48,1.0225,High
H2612,711.59,0.7045,High
H2613,273.71,0.523,High
H2614,319.21,0.6947,High
H2615,1371.5,0.4792,High
H2616,761.3,1.1457,High
H2617,441.14,0.8277,High
H2618,2084.29,1.3731,
H2619,220.93,0.9967,High
H2620,580.98,1.1362,High
H2621,294.47,0.4773,High
H2622,1360.27,0.4805,High
H2623,823.26,0.7374,High
H2624,579.27,0.6707,High
H2625,303.81,0.7087,High
H2626,1673.42,0.6132,High
H2627,187.99,0.3045,Medium
H2628,540.98,0.5836,High
H2629,453.08,0.5627,High
H2630,499.62,0.87,High
H2631,1340.94,0.7606,High
H2632,295.77,0.7659,High
H2633,398.61,0.7423,High
H2634,1082.38,0.7137,
H2635,1299.08,2.2831,High
H2636,319.05,0.3732,High
H2637,695.74,1.2483,
H2638,683.18,1.9519,High
H2639,315.6,3.0404,High
H2640,944.12,0.6044,High
H2641,524.49,0.8111,High
H2642,767.58,2.1868,High
H2643,450.95,0.5014,High
H2644,851.3,2.1525,High
H2645,752.53,0.7356,High
H2646,301.73,3.143,High
H2647,1879.46,0.9327,High
H2648,320.72,1.7884,High
H2649,365.98,0.4637,High
H2650,610.25,0.5255,High
H2651,256.4,0.4624,High
H2652,1710.43,1.3198,High
H2653,716.84,0.9202,High
H2654,1247.92,1.6706,High
H2655,364.36,0.8384,High
H2656,417.12,0.7167,High
H2657,484.18,0.5667,High
H2658,1610.83,1.6903,High
H2659,429.36,0.5217,High
H2660,747.12,0.5632,High
H2661,425.67,4.2229,
H2662,215.78,0.3457,High
H2663,1262.69,1.0932,High
H2664,669.45,1.0037,
H2665,1592.24,0.9884,High
H2666,352.77,1.3173,High
H2667,388.6,0.9625,High
H2668,358.71,0.72,High
H2669,254.6,0.407,High
H2670,188.32,0.3667,High
H2671,1527.86,0.6126,High
H2672,279.3,2.0337,High
H2673,408.76,0.7584,High
H2674,427.35,0.9772,High
H2675,240.76,0.8531,High
H2676,270.32,2.2653,High
H2677,1309.74,0.4615,High
H2678,292.57,0.5617,High
H2679,251.69,0.6557,High
H2680,1857.08,0.6671,High
H2681,317.46,1.5262,High
H2682,911.16,0.9642,High
H2683,339.02,0.6833,
H2684,1458.79,0.8637,High
H2685,338.12,2.3535,
H2686,364.31,1.4785,High
H2687,660.1,2.1786,High
H2688,204.64,0.3757,High
H2689,414.38,0.79,High
H2690,836.06,1.0085,High
H2691,377.67,1.0277,High
H2692,362.27,1.7251,High
H2693,1759.18,0.888,High
H2694,291.11,0.5345,High
H2695,580.53,0.7989,High
H2696,454.58,0.9373,High
H2697,1380.3,0.8831,High
H2698,476.53,0.421,High
H2699,747.69,0.4304,High
H2700,1388.32,0.4407,High
H2701,489.86,0.9408,High
H2702,543.13,0.8062,High
H2703,235.73,0.5262,High
H2704,374.62,0.5503,High
H2705,1069.6,1.2308,
H2706,462.42,1.535,High
H2707,454.35,0.6549,High
H2708,1905.33,1.5878,High
H2709,281.29,0.5539,High
H2710,1641.47,0.7215,High
H2711,494.54,0.8536,High
H2712,612.37,0.5941,High
H2713,320.94,0.6401,High
H2714,461.91,0.3971,High
H2715,392.9,2.195,High
H2716,1465.69,0.4363,High
H2717,498.8,0.9009,High
H2718,1437.89,1.0382,High
H2719,662.8,0.7689,High
H2720,547.03,0.3459,High
H2721,1560.88,0.5724,High
H2722,1455.12,0.856,High
H2723,499.96,2.4915,High
H2724,276.25,0.4544,High
H2725,1588.9,0.5039,High
H2726,243.5,0.8903,High
H2727,277.14,0.964,High
H2728,448.15,0.4808,High
H2729,290.09,0.4484,High
H2730,269.71,1.183,High
H2731,1770.87,0.7336,High
H2732,277.44,2.7524,High
H2733,785.63,1.2077,High
H2734,227.65,0.4246,High
H2735,781.8,0.4937,High
H2736,374.22,0.6716,High
H2737,611.32,0.9657,High
H2738,478.48,0.9291,High
H2739,1757.96,0.6769,High
H2740,725.77,0.653,High
H2741,296.21,0.6184,High
H2742,263.41,0.6771,High
H2743,640.37,0.6528,High
H2744,252.63,0.4707,High
H2745,361.04,1.9255,High
H2746,578.53,0.6218,High
H2747,234.07,0.5896,High
H2748,1096.98,0.9786,High
H2749,506.62,2.5459,
H2750,296.27,0.8374,High
H2751,602.39,0.5211,High
H2752,407.69,0.4936,High
H2753,355.66,0.4827,High
H2754,427.45,1.3602,High
H2755,1349.39,0.7841,High
H2756,383.74,0.5112,High
H2757,312.3,0.7318,High
H2758,280.42,1.1903,High
H2759,306.66,2.829,High
H2760,284.96,1.2379,High
H2761,352.78,0.9015,
H2762,825.3,2.7788,High
H2763,312.0,0.663,High
H2764,2047.24,0.946,
H2765,545.97,0.565,High
H2766,498.09,0.6801,High
H2767,1835.78,1.4913,High
H2768,1219.74,0.5716,High
H2769,1432.23,0.615,High
H2770,547.42,0.9923,High
H2771,281.48,1.1998,High
H2772,708.98,0.9739,High
H2773,220.22,0.5644,High
H2774,1642.89,0.5783,High
H2775,282.05,0.713,High
H2776,306.07,1.3412,High
H2777,302.0,3.2707,High
H2778,459.66,4.1485,
