household_id,region,city,postal_code,house_type,floor_area_sqft,num_occupants,has_solar_panels
H2371,North,Lakeland,78578,Townhouse,2828,4,No
H2372,East,Springfield,13529,Detached,1719,6,No
H2373,North,Rivertown,41040,Apartment,986,4,Yes
H2374,South,Lakeland,56411,Apartment,1622,5,Yes
H2375,North,Hillview,77905,Condo,1712,6,No
H2376,East,Rivertown,65666,Apartment,2509,4,Yes
H2377,South,Lakeland,64970,Condo,2532,3,Yes
H2378,East,Lakeland,25382,Detached,2109,3,No
H2379,West,Lakeland,16347,Detached,1214,5,Yes
H2380,North,Springfield,57049,Townhouse,1480,5,Yes
H2381,East,Hillview,61787,Apartment,3326,3,Yes
H2382,East,Hillview,46996,Condo,3186,4,Yes
H2383,East,Rivertown,93139,Apartment,3184,5,No
H2384,North,Lakeland,92278,Condo,1853,6,Yes
H2385,East,Springfield,61336,Apartment,3477,3,Yes
H2386,South,Springfield,35871,Apartment,734,1,Yes
H2387,North,Lakeland,68809,Condo,1925,5,No
H2388,East,Rivertown,14993,Townhouse,2187,6,No
H2389,West,Springfield,40383,Townhouse,3136,3,Yes
H2390,North,Lakeland,78510,Apartment,1442,1,No
H2391,East,Lakeland,80416,Detached,3129,2,Yes
H2392,South,Hillview,59999,Townhouse,3007,3,Yes
H2393,West,Hillview,11800,Apartment,951,1,Yes
H2394,North,Lakeland,77254,Townhouse,3101,6,Yes
H2395,East,Hillview,13756,Townhouse,1924,5,No
H2396,South,Lakeland,90834,Townhouse,900,1,Yes
H2397,North,Rivertown,21366,Apartment,574,6,Yes
H2398,South,Lakeland,42880,Condo,884,3,Yes
H2399,North,Rivertown,26808,Townhouse,2282,4,No
H2400,West,Springfield,45468,Detached,607,4,Yes
H2401,East,Lakeland,95060,Condo,3365,3,Yes
H2402,West,Hillview,10470,Detached,2633,5,No
H2403,East,Hillview,41499,Detached,2526,2,Yes
H2404,North,Rivertown,18907,Townhouse,2763,1,Yes
H2405,East,Springfield,73665,Townhouse,2270,6,No
H2406,North,Rivertown,74504,Condo,1075,4,No
H2407,South,Rivertown,91407,Apartment,1324,2,Yes
H2408,North,Rivertown,60870,Apartment,596,4,Yes
H2409,West,Lakeland,20615,Condo,1572,2,Yes
H2410,West,Hillview,94713,Townhouse,2850,4,Yes
H2411,East,Springfield,99360,Townhouse,1597,4,No
H2412,East,Rivertown,52099,Townhouse,1024,3,Yes
H2413,East,Rivertown,29520,Apartment,1218,4,Yes
H2414,North,Springfield,83837,Detached,1339,5,Yes
H2415,West,Rivertown,83091,Apartment,1350,1,No
H2416,East,Lakeland,16878,Townhouse,964,1,No
H2417,West,Springfield,57257,Condo,1438,2,No
H2418,West,Hillview,77701,Apartment,1032,4,Yes
H2419,North,Rivertown,15619,Apartment,1182,6,No
H2420,West,Hillview,81224,Apartment,3148,1,No
H2421,South,Hillview,23553,Apartment,2837,5,No
H2422,North,Hillview,46194,Condo,1060,1,Yes
H2423,North,Lakeland,22905,Condo,3353,3,No
H2424,West,Springfield,78977,Townhouse,749,1,No
H2425,North,Lakeland,49913,Condo,2989,4,No
H2426,West,Springfield,60080,Condo,1716,2,No
H2427,West,Springfield,83189,Detached,626,1,No
H2428,East,Springfield,94408,Townhouse,3233,1,No
H2429,East,Hillview,46136,Townhouse,784,4,No
H2430,East,Lakeland,67822,Detached,1909,5,Yes
H2431,North,Rivertown,41476,Townhouse,2687,2,Yes
H2432,South,Hillview,69013,Condo,1868,2,Yes
H2433,South,Lakeland,41250,Townhouse,1689,6,Yes
H2434,East,Rivertown,91823,Condo,801,1,Yes
H2435,West,Hillview,86938,Condo,3163,1,No
H2436,North,Hillview,17663,Apartment,1435,1,No
H2437,East,Hillview,14817,Apartment,2351,2,No
H2438,North,Lakeland,46441,Apartment,2615,2,Yes
H2439,North,Springfield,95273,Detached,2391,1,Yes
H2440,East,Hillview,13051,Detached,2405,3,Yes
H2441,North,Lakeland,89326,Townhouse,2872,2,No
H2442,North,Hillview,64435,Detached,1954,5,Yes
H2443,West,Rivertown,57017,Detached,2949,1,Yes
H2444,North,Springfield,32424,Condo,2505,6,No
H2445,South,Lakeland,60376,Condo,2729,2,Yes
H2446,South,Lakeland,11347,Detached,2232,3,Yes
H2447,East,Hillview,26270,Apartment,966,6,Yes
H2448,East,Lakeland,51920,Detached,949,1,Yes
H2449,West,Springfield,15858,Apartment,2095,2,No
H2450,East,Rivertown,86583,Apartment,3435,4,Yes
H2451,West,Rivertown,44918,Condo,1466,2,No
H2452,West,Hillview,69217,Apartment,2035,4,Yes
H2453,North,Lakeland,85314,Apartment,1244,4,No
H2454,West,Hillview,53364,Detached,599,1,Yes
H2455,North,Springfield,25006,Apartment,1668,5,No
H2456,North,Hillview,23391,Condo,554,3,Yes
H2457,West,Springfield,27410,Townhouse,2300,2,Yes
H2458,North,Hillview,63106,Condo,1399,4,Yes
H2459,South,Hillview,87219,Detached,2506,2,Yes
H2460,North,Hillview,51156,Townhouse,1709,2,Yes
H2461,South,Lakeland,25857,Condo,1899,6,No
H2462,South,Lakeland,91203,Apartment,1310,4,No
H2463,South,Hillview,39957,Townhouse,668,1,Yes
H2464,North,Springfield,41849,Detached,652,2,Yes
H2465,South,Springfield,94051,Apartment,1591,5,No
H2466,South,Springfield,76080,Apartment,1269,3,No
H2467,South,Lakeland,39335,Townhouse,1607,5,Yes
H2468,East,Hillview,13740,Detached,2198,6,No
H2469,South,Hillview,51312,Townhouse,1743,2,Yes
H2470,North,Springfield,51585,Apartment,2300,2,Yes
H2471,South,Hillview,25302,Detached,848,3,Yes
H2472,North,Lakeland,14609,Condo,2927,5,Yes
H2473,South,Hillview,17052,Apartment,3398,6,No
H2474,West,Hillview,72385,Apartment,646,6,Yes
H2475,South,Lakeland,62976,Detached,3021,6,No
H2476,West,Rivertown,71595,Townhouse,2002,4,Yes
H2477,West,Lakeland,84368,Townhouse,823,4,Yes
H2478,West,Hillview,28233,Apartment,1213,4,No
H2479,East,Springfield,32444,Apartment,1504,6,Yes
H2480,West,Rivertown,23571,Apartment,1819,1,Yes
H2481,East,Springfield,10399,Apartment,924,3,No
H2482,South,Rivertown,44601,Apartment,769,3,Yes
H2483,West,Hillview,95757,Apartment,931,2,Yes
H2484,South,Rivertown,18358,Apartment,2018,2,Yes
H2485,North,Hillview,16905,Apartment,1485,4,No
H2486,North,Rivertown,74699,Detached,2389,3,No
H2487,North,Springfield,18244,Apartment,2225,6,Yes
H2488,North,Lakeland,32953,Condo,1332,3,Yes
H2489,South,Hillview,19376,Condo,2552,3,No
H2490,South,Rivertown,27907,Detached,2174,2,Yes
H2491,South,Springfield,31876,Townhouse,3269,6,Yes
H2492,South,Rivertown,51111,Condo,1141,1,No
H2493,North,Hillview,29785,Condo,2224,1,Yes
H2494,East,Hillview,90752,Condo,3098,5,No
H2495,East,Lakeland,28664,Condo,1218,6,Yes
H2496,South,Lakeland,43057,Condo,3064,6,Yes
H2497,North,Springfield,90088,Condo,1708,6,No
H2498,North,Hillview,29051,Apartment,2636,1,Yes
H2499,East,Springfield,98390,Townhouse,1445,2,Yes
H2500,East,Springfield,59384,Apartment,1366,6,No
H2501,South,Lakeland,62791,Detached,893,2,No
H2502,East,Rivertown,44964,Detached,1576,3,Yes
H2503,East,Hillview,60161,Apartment,3222,1,Yes
H2504,East,Lakeland,10210,Detached,2186,3,No
H2505,North,Springfield,85372,Detached,1467,3,No
H2506,South,Rivertown,31897,Detached,2626,5,No
H2507,East,Lakeland,48199,Condo,3242,3,Yes
H2508,North,Lakeland,72925,Condo,2483,6,No
H2509,East,Springfield,99889,Apartment,605,4,Yes
H2510,North,Lakeland,14269,Condo,2905,2,Yes
H2511,North,Lakeland,69901,Townhouse,2823,2,No
H2512,East,Hillview,94231,Apartment,2092,4,No
H2513,South,Rivertown,71562,Apartment,3387,3,No
H2514,South,Rivertown,68139,Detached,2361,3,Yes
H2515,West,Lakeland,58945,Condo,1823,4,No
H2516,South,Springfield,15991,Townhouse,3162,1,No
H2517,North,Hillview,94808,Condo,546,3,No
H2518,West,Hillview,95632,Condo,1020,5,Yes
H2519,South,Hillview,92778,Apartment,2343,3,Yes
H2520,North,Rivertown,39901,Apartment,2377,5,Yes
H2521,North,Lakeland,59025,Condo,1493,3,No
H2522,East,Rivertown,89934,Condo,1418,2,No
H2523,East,Springfield,73257,Apartment,3464,5,No
H2524,South,Lakeland,72121,Apartment,2042,5,Yes
H2525,West,Lakeland,83592,Apartment,1820,5,No
H2526,North,Hillview,32851,Detached,905,3,Yes
H2527,West,Rivertown,36364,Townhouse,2556,3,Yes
H2528,West,Rivertown,36250,Detached,2799,6,Yes
H2529,East,Rivertown,34695,Detached,1473,2,No
H2530,North,Rivertown,50872,Detached,1710,3,No
H2531,South,Lakeland,36131,Condo,2284,1,Yes
H2532,West,Rivertown,80679,Condo,1232,4,Yes
H2533,East,Lakeland,61237,Detached,1985,6,No
H2534,North,Springfield,12702,Condo,1810,4,Yes
H2535,West,Springfield,45815,Townhouse,992,1,No
H2536,West,Rivertown,47348,Townhouse,1417,5,Yes
H2537,East,Rivertown,27337,Condo,1156,6,No
H2538,North,Springfield,46474,Apartment,3455,1,Yes
H2539,East,Hillview,54456,Apartment,2164,1,No
H2540,West,Lakeland,83690,Apartment,3044,3,Yes
H2541,East,Rivertown,61250,Detached,2014,1,No
H2542,East,Hillview,78082,Townhouse,1292,3,No
H2543,West,Hillview,77560,Townhouse,2376,2,Yes
H2544,East,Lakeland,49971,Apartment,550,1,No
H2545,West,Springfield,78140,Detached,1264,1,Yes
H2546,West,Hillview,34177,Condo,2482,5,Yes
H2547,South,Rivertown,77825,Townhouse,1256,5,Yes
H2548,South,Lakeland,29003,Apartment,1863,3,No
H2549,East,Rivertown,55114,Detached,1494,2,Yes
H2550,West,Hillview,84081,Condo,1311,5,No
H2551,South,Hillview,77546,Condo,3459,6,No
H2552,North,Rivertown,21131,Apartment,2445,3,Yes
H2553,West,Hillview,18064,Apartment,1849,5,Yes
H2554,South,Rivertown,10777,Townhouse,1439,5,No
H2555,East,Rivertown,79489,Condo,749,3,No
H2556,West,Springfield,15976,Condo,1898,1,Yes
H2557,West,Springfield,87753,Detached,3363,4,No
H2558,West,Hillview,19894,Detached,2597,5,No
H2559,South,Springfield,51130,Townhouse,2861,3,Yes
H2560,North,Rivertown,76620,Condo,696,3,No
H2561,East,Springfield,22171,Townhouse,1922,5,No
H2562,East,Springfield,55029,Detached,1232,2,No
H2563,South,Hillview,20295,Townhouse,2668,1,Yes
H2564,South,Springfield,41903,Condo,1686,4,No
H2565,East,Rivertown,17950,Detached,3245,4,Yes
H2566,South,Rivertown,19377,Detached,1037,4,Yes
H2567,North,Springfield,11204,Apartment,3148,5,No
H2568,East,Lakeland,10903,Townhouse,1702,1,No
H2569,West,Springfield,11587,Detached,649,6,Yes
H2570,East,Lakeland,92884,Condo,2431,5,Yes
H2571,South,Hillview,78025,Condo,829,6,Yes
H2572,North,Rivertown,33909,Apartment,3245,6,Yes
H2573,East,Lakeland,17488,Condo,732,3,Yes
H2574,East,Lakeland,73915,Apartment,1177,2,No
H2575,West,Rivertown,87828,Detached,3076,2,No
H2576,West,Lakeland,96357,Townhouse,3379,1,Yes
H2577,East,Rivertown,43136,Townhouse,2718,2,No
H2578,North,Hillview,74158,Detached,1722,3,Yes
H2579,North,Hillview,97122,Condo,3160,3,Yes
H2580,West,Rivertown,92318,Apartment,3047,2,No
H2581,West,Springfield,53800,Detached,1142,6,Yes
H2582,South,Rivertown,26090,Townhouse,738,3,No
H2583,North,Rivertown,26375,Condo,1371,2,No
H2584,North,Lakeland,93577,Townhouse,2071,5,Yes
H2585,North,Springfield,28313,Detached,3098,2,No
H2586,South,Lakeland,68515,Apartment,2319,2,No
H2587,South,Rivertown,23508,Condo,1205,2,Yes
H2588,West,Rivertown,78303,Apartment,2886,3,Yes
H2589,East,Hillview,45117,Townhouse,1765,1,Yes
H2590,South,Hillview,17534,Condo,686,6,No
H2591,West,Lakeland,51230,Condo,1046,3,No
H2592,West,Hillview,54336,Condo,2649,2,Yes
H2593,West,Hillview,88433,Condo,2842,4,No
H2594,North,Rivertown,93681,Detached,1938,2,No
H2595,North,Springfield,23757,Condo,2768,5,No
H2596,North,Springfield,29159,Condo,784,5,Yes
H2597,North,Lakeland,74973,Detached,2139,4,No
H2598,North,Springfield,28267,Townhouse,1700,5,No
H2599,North,Springfield,93075,Condo,1332,3,Yes
H2600,South,Hillview,84199,Detached,2843,4,No
H2601,West,Hillview,67992,Condo,1028,5,Yes
H2602,North,Springfield,83547,Detached,3428,5,Yes
H2603,East,Springfield,55244,Condo,3480,5,Yes
H2604,West,Lakeland,38914,Apartment,841,4,No
H2605,South,Hillview,24935,Townhouse,2769,2,Yes
H2606,East,Lakeland,37325,Apartment,1897,1,Yes
H2607,East,Lakeland,39205,Apartment,2258,2,No
H2608,West,Rivertown,40081,Detached,1070,1,No
H2609,East,Lakeland,37258,Condo,2449,1,No
H2610,East,Springfield,89283,Condo,2512,2,Yes
H2611,East,Rivertown,31386,Apartment,1550,2,Yes
H2612,West,Springfield,83851,Detached,2020,2,No
H2613,South,Springfield,43078,Condo,3140,6,No
H2614,East,Springfield,88674,Apartment,1838,4,No
H2615,East,Lakeland,51670,Apartment,2862,1,No
H2616,South,Lakeland,31772,Condo,1329,2,No
H2617,South,Rivertown,55231,Condo,1599,3,No
H2618,West,Hillview,16658,Townhouse,1518,1,No
H2619,South,Hillview,94689,Apartment,1330,6,No
H2620,North,Springfield,95663,Condo,1534,3,Yes
H2621,West,Hillview,25926,Detached,3085,5,Yes
H2622,North,Hillview,99670,Townhouse,2831,1,Yes
H2623,North,Lakeland,40228,Condo,2233,2,Yes
H2624,South,Hillview,95446,Detached,2591,3,Yes
H2625,East,Rivertown,11992,Detached,2572,6,No
H2626,North,Hillview,88497,Detached,2729,1,Yes
H2627,North,Lakeland,57753,Detached,3087,5,Yes
H2628,South,Springfield,61626,Detached,2781,3,No
H2629,East,Lakeland,43247,Townhouse,3221,4,No
H2630,East,Springfield,56661,Townhouse,2297,4,No
H2631,South,Hillview,27333,Apartment,1763,1,Yes
H2632,North,Lakeland,25647,Condo,1931,5,Yes
H2633,West,Lakeland,67000,Condo,2148,4,No
H2634,South,Hillview,75278,Apartment,3033,2,No
H2635,East,Hillview,11923,Detached,569,1,Yes
H2636,North,Springfield,62410,Townhouse,3420,4,Yes
H2637,North,Rivertown,98918,Townhouse,1672,3,No
H2638,North,Hillview,44741,Detached,700,2,No
H2639,North,Hillview,45130,Detached,519,5,No
H2640,South,Springfield,17783,Apartment,3124,2,Yes
H2641,East,Hillview,35744,Apartment,1940,3,No
H2642,South,Lakeland,43485,Detached,702,2,No
H2643,South,Springfield,17547,Townhouse,2698,3,No
H2644,South,Springfield,42972,Townhouse,791,2,Yes
H2645,East,Rivertown,92994,Detached,2046,2,No
H2646,East,Hillview,28548,Condo,576,6,No
H2647,East,Springfield,85916,Townhouse,2015,1,Yes
H2648,North,Hillview,57694,Condo,1076,6,No
H2649,North,Rivertown,35658,Townhouse,3157,4,No
H2650,East,Hillview,19818,Apartment,3484,3,Yes
H2651,East,Springfield,37267,Condo,3327,6,Yes
H2652,North,Lakeland,28722,Apartment,1296,1,No
H2653,South,Rivertown,70322,Apartment,1558,2,No
H2654,South,Rivertown,60484,Condo,747,1,Yes
H2655,East,Lakeland,97832,Detached,2173,5,Yes
H2656,East,Springfield,74302,Condo,1746,3,Yes
H2657,West,Lakeland,11139,Condo,2563,3,No
H2658,West,Springfield,34646,Apartment,953,1,Yes
H2659,West,Rivertown,40546,Detached,3292,4,No
H2660,North,Hillview,32210,Detached,2653,2,No
H2661,West,Hillview,68732,Condo,504,5,Yes
H2662,North,Springfield,26567,Apartment,3121,5,No
H2663,West,Rivertown,48704,Townhouse,1155,1,Yes
H2664,East,Lakeland,35487,Detached,2001,3,No
H2665,South,Lakeland,15698,Condo,1611,1,No
H2666,West,Rivertown,97646,Apartment,1339,5,Yes
H2667,West,Lakeland,93333,Apartment,1615,4,Yes
H2668,East,Lakeland,39654,Condo,2491,5,No
H2669,West,Lakeland,47480,Apartment,2502,4,No
H2670,East,Lakeland,26797,Apartment,3081,6,Yes
H2671,West,Hillview,15200,Apartment,2494,1,Yes
H2672,West,Hillview,29723,Condo,824,6,No
H2673,West,Hillview,75849,Townhouse,2156,4,No
H2674,South,Rivertown,10325,Condo,1312,3,Yes
H2675,North,Springfield,92036,Condo,1411,5,Yes
H2676,South,Springfield,54926,Detached,716,6,No
H2677,South,Hillview,17743,Detached,2838,1,No
H2678,West,Springfield,19723,Condo,3125,6,Yes
H2679,South,Rivertown,94879,Condo,2303,6,Yes
H2680,West,Rivertown,55268,Townhouse,2784,1,No
H2681,South,Lakeland,16384,Condo,1248,6,No
H2682,West,Lakeland,73559,Townhouse,1890,2,No
H2683,West,Rivertown,97597,Condo,2977,6,Yes
H2684,South,Hillview,97414,Detached,1689,1,No
H2685,East,Hillview,19625,Detached,862,6,Yes
H2686,North,Rivertown,91227,Townhouse,1232,5,No
H2687,South,Hillview,92701,Townhouse,606,2,Yes
H2688,West,Springfield,30633,Townhouse,3268,6,No
H2689,North,Rivertown,29409,Apartment,2098,4,Yes
H2690,West,Rivertown,71052,Townhouse,1658,2,Yes
H2691,North,Hillview,39370,Condo,1470,4,Yes
H2692,West,Hillview,12396,Detached,840,4,Yes
H2693,East,Rivertown,66330,Condo,1981,1,No
H2694,South,Springfield,31139,Apartment,3268,6,No
H2695,South,Rivertown,77530,Condo,2180,3,Yes
H2696,North,Hillview,84597,Condo,1455,3,Yes
H2697,East,Lakeland,78524,Townhouse,1563,1,Yes
H2698,East,Hillview,13757,Condo,3396,3,No
H2699,East,Lakeland,69584,Detached,3474,2,No
H2700,East,Springfield,57409,Apartment,3150,1,Yes
H2701,North,Rivertown,79193,Townhouse,1562,3,No
H2702,South,Springfield,22876,Apartment,2021,3,Yes
H2703,East,Springfield,75648,Detached,2240,5,No
H2704,West,Rivertown,28879,Condo,2723,4,No
H2705,West,Rivertown,89093,Townhouse,1738,2,Yes
H2706,South,Rivertown,84007,Condo,1205,4,No
H2707,North,Hillview,23178,Townhouse,2775,4,No
H2708,North,Lakeland,75382,Detached,1200,1,Yes
H2709,North,Lakeland,92406,Apartment,2539,5,No
H2710,West,Hillview,36229,Detached,2275,1,No
H2711,West,Lakeland,48550,Detached,1738,3,Yes
H2712,East,Lakeland,28683,Detached,3092,3,Yes
H2713,North,Rivertown,59072,Condo,2507,5,Yes
H2714,North,Rivertown,30015,Detached,3490,3,Yes
H2715,South,Rivertown,30742,Apartment,716,4,Yes
H2716,North,Hillview,56326,Apartment,3359,1,Yes
H2717,South,Lakeland,55412,Detached,1661,3,No
H2718,West,Lakeland,58609,Townhouse,1385,1,Yes
H2719,East,Rivertown,58378,Condo,2586,3,No
H2720,North,Springfield,85704,Townhouse,3163,2,Yes
H2721,North,Springfield,52373,Condo,2727,1,Yes
H2722,West,Lakeland,22067,Apartment,1700,1,Yes
H2723,North,Rivertown,57754,Detached,602,3,Yes
H2724,East,Rivertown,24694,Condo,3040,5,Yes
H2725,North,Lakeland,38488,Apartment,3153,1,No
H2726,South,Lakeland,56985,Condo,1641,6,No
H2727,East,Rivertown,14206,Condo,1150,4,No
H2728,North,Hillview,42189,Apartment,2796,3,No
H2729,North,Lakeland,84545,Apartment,2588,4,Yes
H2730,South,Springfield,82114,Apartment,1140,5,No
H2731,East,Rivertown,37825,Townhouse,2414,1,No
H2732,South,Springfield,54743,Detached,504,5,No
H2733,North,Lakeland,72795,Apartment,1301,2,Yes
H2734,West,Hillview,85153,Townhouse,3217,6,No
H2735,South,Springfield,15389,Townhouse,3167,2,No
H2736,West,Rivertown,24730,Townhouse,2786,5,Yes
H2737,South,Hillview,52656,Condo,1899,3,Yes
H2738,North,Springfield,80866,Condo,2060,4,Yes
H2739,South,Hillview,14381,Apartment,2597,1,Yes
H2740,West,Lakeland,34219,Apartment,2223,2,Yes
H2741,North,Rivertown,94638,Detached,2874,6,Yes
H2742,South,Lakeland,53922,Townhouse,1945,5,No
H2743,East,Lakeland,55870,Condo,1962,2,No
H2744,South,Hillview,49132,Apartment,3220,6,No
H2745,West,Lakeland,29230,Condo,750,4,Yes
H2746,East,Springfield,59915,Townhouse,2791,3,Yes
H2747,North,Springfield,60164,Apartment,1985,5,Yes
H2748,North,Lakeland,76852,Apartment,1121,1,Yes
H2749,West,Rivertown,33222,Townhouse,796,4,Yes
H2750,East,Rivertown,58042,Apartment,1769,5,Yes
H2751,West,Rivertown,11117,Condo,2312,2,No
H2752,South,Rivertown,98235,Detached,3304,4,Yes
H2753,South,Rivertown,65908,Townhouse,2947,4,No
H2754,West,Lakeland,94659,Condo,1257,4,Yes
H2755,North,Hillview,12252,Condo,1721,1,No
H2756,West,Springfield,20600,Townhouse,2252,3,Yes
H2757,East,Hillview,87938,Detached,1707,4,Yes
H2758,North,Lakeland,34781,Apartment,1178,5,No
H2759,North,Lakeland,80806,Apartment,542,5,Yes
H2760,East,Lakeland,62101,Apartment,1151,5,No
H2761,West,Hillview,79503,Townhouse,2348,6,Yes
H2762,South,Hillview,83979,Townhouse,594,2,No
H2763,South,Hillview,53901,Townhouse,2353,5,No
H2764,East,Lakeland,82211,Townhouse,2164,1,No
H2765,West,Lakeland,43188,Detached,2899,3,No
H2766,West,Springfield,52150,Townhouse,2197,3,No
H2767,North,Springfield,31738,Condo,1231,1,No
H2768,North,Rivertown,87842,Detached,2134,1,Yes
H2769,East,Springfield,67196,Townhouse,2329,1,Yes
H2770,East,Rivertown,38585,Detached,1655,3,Yes
H2771,South,Hillview,30897,Detached,1173,5,No
H2772,West,Lakeland,64499,Townhouse,1456,2,Yes
H2773,East,Rivertown,50536,Condo,2341,6,No
H2774,West,Springfield,15401,Townhouse,2841,1,Yes
H2775,East,Hillview,26780,Condo,1978,5,No
H2776,East,Hillview,66056,Condo,1141,5,Yes
H2777,North,Lakeland,14426,Detached,554,6,Yes
H2778,North,Hillview,95659,Townhouse,554,5,No
H2779,North,Lakeland,23248,Condo,3352,5,Yes
H2780,West,Lakeland,38158,Apartment,2342,4,Yes
H2781,South,Lakeland,96256,Townhouse,2721,6,No
H2782,South,Hillview,90221,Townhouse,1237,3,Yes
H2783,North,Lakeland,92693,Condo,2342,6,No
H2784,East,Springfield,75541,Townhouse,916,3,No
H2785,West,Lakeland,66935,Townhouse,2081,2,No
H2786,West,Hillview,49647,Apartment,2094,6,No
H2787,West,Springfield,96092,Detached,2471,4,No
H2788,South,Springfield,16964,Apartment,2460,5,Yes
H2789,North,Springfield,37661,Detached,3428,1,Yes
H2790,South,Springfield,37671,Detached,2037,1,Yes
H2791,North,Lakeland,30287,Condo,708,4,Yes
H2792,South,Lakeland,76025,Condo,749,1,Yes
H2793,North,Hillview,42119,Detached,926,2,Yes
H2794,North,Lakeland,29948,Townhouse,1557,3,Yes
H2795,East,Hillview,58374,Condo,1853,6,No
H2796,South,Hillview,25101,Detached,994,6,No
H2797,West,Rivertown,50031,Apartment,771,6,Yes
H2798,West,Lakeland,10043,Detached,1490,3,No
H2799,East,Rivertown,10013,Townhouse,1720,2,Yes
H2800,West,Springfield,93722,Apartment,1197,6,Yes
H2801,West,Springfield,28335,Townhouse,3104,3,Yes
H2802,South,Lakeland,74184,Townhouse,2988,4,Yes
H2803,East,Rivertown,24823,Apartment,3138,4,No
H2804,South,Lakeland,47392,Apartment,3215,2,Yes
H2805,North,Rivertown,48746,Detached,2947,3,No
H2806,East,Rivertown,14479,Townhouse,576,2,No
H2807,West,Lakeland,10865,Detached,1912,1,Yes
H2808,North,Lakeland,94784,Detached,1641,5,Yes
H2809,West,Springfield,62036,Detached,3418,3,No
H2810,South,Lakeland,53072,Detached,3191,4,Yes
H2811,East,Springfield,29277,Detached,856,3,No
H2812,North,Hillview,56619,Detached,1493,6,No
H2813,North,Springfield,56384,Townhouse,1202,6,No
H2814,South,Lakeland,10459,Apartment,1693,5,Yes
H2815,North,Hillview,20895,Condo,3226,1,No
H2816,South,Hillview,31290,Townhouse,1400,3,Yes
H2817,South,Rivertown,97606,Townhouse,945,5,No
H2818,East,Lakeland,77486,Apartment,1428,5,No
H2819,South,Hillview,44787,Townhouse,2630,2,No
H2820,South,Lakeland,26627,Townhouse,1800,4,No
H2821,South,Hillview,36499,Apartment,1191,1,No
H2822,North,Hillview,26644,Apartment,1245,5,Yes
H2823,South,Lakeland,59201,Apartment,1162,6,Yes
H2824,West,Hillview,34278,Apartment,1576,2,Yes
H2825,South,Lakeland,94665,Detached,2389,3,Yes
H2826,East,Lakeland,53833,Condo,3040,3,No
H2827,East,Rivertown,32765,Townhouse,1964,6,No
H2828,West,Rivertown,71287,Townhouse,813,1,No
H2829,West,Springfield,77766,Condo,2598,6,Yes
H2830,West,Hillview,76490,Detached,1538,6,No
H2831,South,Rivertown,43126,Townhouse,1275,5,No
H2832,West,Rivertown,54174,Townhouse,3027,3,No
H2833,South,Rivertown,77019,Condo,1746,2,Yes
H2834,West,Lakeland,97814,Detached,1600,5,Yes
H2835,West,Rivertown,83608,Condo,2242,4,No
H2836,North,Springfield,78143,Apartment,1412,3,Yes
H2837,West,Hillview,37265,Condo,1793,5,Yes
H2838,North,Lakeland,77163,Townhouse,1748,6,No
H2839,East,Rivertown,27391,Apartment,842,1,No
H2840,East,Rivertown,95511,Townhouse,2016,3,Yes
H2841,West,Hillview,86382,Condo,2048,5,Yes
H2842,West,Rivertown,38077,Apartment,2412,5,Yes
H2843,West,Hillview,87183,Townhouse,755,1,No
H2844,East,Hillview,96685,Detached,639,4,No
H2845,West,Rivertown,26238,Condo,2074,1,No
H2846,West,Lakeland,20487,Apartment,3391,5,No
H2847,West,Hillview,12615,Detached,2389,4,Yes
H2848,West,Hillview,70586,Apartment,644,6,Yes
H2849,North,Lakeland,13936,Detached,3384,3,Yes
H2850,North,Lakeland,34588,Detached,1652,3,Yes
H2851,South,Lakeland,94327,Detached,2884,3,Yes
H2852,North,Rivertown,14807,Condo,1300,2,No
H2853,East,Springfield,19940,Apartment,3484,4,No
H2854,East,Springfield,34383,Apartment,2239,2,Yes
H2855,South,Hillview,81954,Condo,1546,4,Yes
H2856,North,Springfield,21935,Condo,1874,2,No
H2857,South,Springfield,68733,Detached,2274,1,Yes
H2858,East,Hillview,43927,Condo,1745,4,No
H2859,South,Hillview,61161,Townhouse,2660,6,No
H2860,South,Lakeland,98941,Condo,2790,6,Yes
H2861,South,Springfield,50565,Condo,1073,1,No
H2862,East,Hillview,56157,Detached,1188,5,Yes
H2863,East,Springfield,32288,Detached,2627,3,Yes
H2864,South,Rivertown,66118,Townhouse,3197,1,Yes
H2865,North,Lakeland,93890,Condo,846,1,No
H2866,South,Springfield,57258,Condo,3226,5,Yes
H2867,North,Rivertown,51553,Condo,1767,5,No
H2868,North,Lakeland,44883,Condo,3154,5,Yes
H2869,South,Rivertown,59006,Apartment,2934,5,Yes
H2870,North,Hillview,32437,Detached,1871,2,Yes
H2871,South,Springfield,52716,Detached,3007,2,No
H2872,North,Springfield,85922,Townhouse,2973,2,No
H2873,South,Rivertown,88260,Detached,732,2,No
H2874,East,Rivertown,94867,Apartment,1497,3,Yes
H2875,East,Lakeland,16881,Apartment,1056,6,No
H2876,East,Hillview,15518,Apartment,1094,5,Yes
H2877,East,Hillview,50597,Condo,1519,4,Yes
H2878,North,Rivertown,98847,Townhouse,3212,1,Yes
H2879,North,Rivertown,82693,Townhouse,1998,4,No
H2880,South,Springfield,25617,Townhouse,3005,4,Yes
H2881,South,Lakeland,68825,Townhouse,1010,3,No
H2882,South,Hillview,24740,Condo,2494,3,No
H2883,North,Lakeland,96052,Detached,3036,4,No
H2884,West,Rivertown,73316,Townhouse,1044,1,Yes
