household_id,month,year,billing_cycle,payment_status,rate_per_kwh,cost_usd,total_kwh
H2187,Mar,2025,2025-2187-01 to 2025-2187-30,Unpaid,0.18,389.5,2163.91
H2188,Apr,2025,2025-2188-01 to 2025-2188-30,Pending,0.18,317.9,1766.1000000000001
H2189,May,2025,2025-2189-01 to 2025-2189-30,Unpaid,0.18,269.27,1495.9700000000003
H2190,Jun,2025,2025-2190-01 to 2025-2190-30,Pending,0.18,279.09,1550.5099999999998
H2191,Jul,2025,2025-2191-01 to 2025-2191-30,Paid,0.18,270.45,1502.51
H2192,Aug,2025,2025-2192-01 to 2025-2192-30,Paid,0.18,338.08,1878.22
H2193,Sep,2025,2025-2193-01 to 2025-2193-30,Pending,0.18,165.3,918.36
H2194,Oct,2025,2025-2194-01 to 2025-2194-30,Pending,0.18,173.88,966.01
H2195,Nov,2025,2025-2195-01 to 2025-2195-30,Pending,0.18,262.09,1456.04
H2196,Dec,2025,2025-2196-01 to 2025-2196-30,Unpaid,0.18,273.32,1518.4199999999998
H2197,Jan,2025,2025-2197-01 to 2025-2197-30,Pending,0.18,184.47,1024.8500000000001
H2198,Feb,2025,2025-2198-01 to 2025-2198-30,Paid,0.18,277.78,1543.24
H2199,Mar,2025,2025-2199-01 to 2025-2199-30,Paid,0.18,273.12,1517.34
H2200,Apr,2025,2025-2200-01 to 2025-2200-30,Unpaid,0.18,311.87,1732.61
H2201,May,2025,2025-2201-01 to 2025-2201-30,Paid,0.18,312.4,1735.55
H2202,Jun,2025,2025-2202-01 to 2025-2202-30,Pending,0.18,325.56,1808.6499999999999
H2203,Jul,2025,2025-2203-01 to 2025-2203-30,Pending,0.18,243.91,1355.05
H2204,Aug,2025,2025-2204-01 to 2025-2204-30,Unpaid,0.18,263.66,1464.77
H2205,Sep,2025,2025-2205-01 to 2025-2205-30,Pending,0.18,288.41,1602.3
H2206,Oct,2025,2025-2206-01 to 2025-2206-30,Pending,0.18,294.03,1633.49
H2207,Nov,2025,2025-2207-01 to 2025-2207-30,Paid,0.18,347.59,1931.04
H2208,Dec,2025,2025-2208-01 to 2025-2208-30,Paid,0.18,297.15,1650.8100000000002
H2209,Jan,2025,2025-2209-01 to 2025-2209-30,Paid,0.18,246.03,1366.82
H2210,Feb,2025,2025-2210-01 to 2025-2210-30,Unpaid,0.18,261.43,1452.4099999999999
H2211,Mar,2025,2025-2211-01 to 2025-2211-30,Paid,0.18,248.22,1379.02
H2212,Apr,2025,2025-2212-01 to 2025-2212-30,Pending,0.18,232.23,1290.17
H2213,May,2025,2025-2213-01 to 2025-2213-30,Pending,0.18,300.36,1668.64
H2214,Jun,2025,2025-2214-01 to 2025-2214-30,Unpaid,0.18,348.82,1937.87
H2215,Jul,2025,2025-2215-01 to 2025-2215-30,Unpaid,0.18,311.38,1729.88
H2216,Aug,2025,2025-2216-01 to 2025-2216-30,Unpaid,0.18,335.71,1865.0799999999997
H2217,Sep,2025,2025-2217-01 to 2025-2217-30,Unpaid,0.18,293.7,1631.64
H2218,Oct,2025,2025-2218-01 to 2025-2218-30,Pending,0.18,350.03,1944.63
H2219,Nov,2025,2025-2219-01 to 2025-2219-30,Pending,0.18,171.76,954.2099999999999
H2220,Dec,2025,2025-2220-01 to 2025-2220-30,Paid,0.18,218.36,1213.1000000000001
H2221,Jan,2025,2025-2221-01 to 2025-2221-30,Paid,0.18,237.07,1317.0699999999997
H2222,Feb,2025,2025-2222-01 to 2025-2222-30,Pending,0.18,278.32,1546.23
H2223,Mar,2025,2025-2223-01 to 2025-2223-30,Paid,0.18,291.03,1616.85
H2224,Apr,2025,2025-2224-01 to 2025-2224-30,Unpaid,0.18,324.53,1802.9400000000003
H2225,May,2025,2025-2225-01 to 2025-2225-30,Paid,0.18,269.69,1498.3000000000002
H2226,Jun,2025,2025-2226-01 to 2025-2226-30,Pending,0.18,315.25,1751.4099999999999
H2227,Jul,2025,2025-2227-01 to 2025-2227-30,Unpaid,0.18,225.62,1253.43
H2228,Aug,2025,2025-2228-01 to 2025-2228-30,Paid,0.18,254.26,1412.5599999999997
H2229,Sep,2025,2025-2229-01 to 2025-2229-30,Unpaid,0.18,254.88,1415.9800000000002
H2230,Oct,2025,2025-2230-01 to 2025-2230-30,Paid,0.18,232.78,1293.21
H2231,Nov,2025,2025-2231-01 to 2025-2231-30,Pending,0.18,198.44,1102.43
H2232,Dec,2025,2025-2232-01 to 2025-2232-30,Unpaid,0.18,309.87,1721.48
H2233,Jan,2025,2025-2233-01 to 2025-2233-30,Paid,0.18,261.2,1451.0900000000001
H2234,Feb,2025,2025-2234-01 to 2025-2234-30,Paid,0.18,324.15,1800.83
H2235,Mar,2025,2025-2235-01 to 2025-2235-30,Paid,0.18,262.73,1459.59
H2236,Apr,2025,2025-2236-01 to 2025-2236-30,Paid,0.18,350.48,1947.1200000000003
H2237,May,2025,2025-2237-01 to 2025-2237-30,Paid,0.18,245.74,1365.2100000000003
H2238,Jun,2025,2025-2238-01 to 2025-2238-30,Paid,0.18,277.95,1544.1399999999999
H2239,Jul,2025,2025-2239-01 to 2025-2239-30,Unpaid,0.18,290.91,1616.18
H2240,Aug,2025,2025-2240-01 to 2025-2240-30,Pending,0.18,367.58,2042.1100000000004
H2241,Sep,2025,2025-2241-01 to 2025-2241-30,Unpaid,0.18,228.61,1270.03
H2242,Oct,2025,2025-2242-01 to 2025-2242-30,Pending,0.18,295.55,1641.94
H2243,Nov,2025,2025-2243-01 to 2025-2243-30,Pending,0.18,235.94,1310.79
H2244,Dec,2025,2025-2244-01 to 2025-2244-30,Pending,0.18,283.53,1575.1599999999996
H2245,Jan,2025,2025-2245-01 to 2025-2245-30,Pending,0.18,346.21,1923.4
H2246,Feb,2025,2025-2246-01 to 2025-2246-30,Paid,0.18,264.54,1469.6600000000003
H2247,Mar,2025,2025-2247-01 to 2025-2247-30,Paid,0.18,279.83,1554.59
H2248,Apr,2025,2025-2248-01 to 2025-2248-30,Pending,0.18,246.28,1368.24
H2249,May,2025,2025-2249-01 to 2025-2249-30,Unpaid,0.18,301.27,1673.74
H2250,Jun,2025,2025-2250-01 to 2025-2250-30,Pending,0.18,261.19,1451.04
H2251,Jul,2025,2025-2251-01 to 2025-2251-30,Paid,0.18,345.07,1917.04
H2252,Aug,2025,2025-2252-01 to 2025-2252-30,Unpaid,0.18,278.59,1547.73
H2253,Sep,2025,2025-2253-01 to 2025-2253-30,Pending,0.18,321.52,1786.24
H2254,Oct,2025,2025-2254-01 to 2025-2254-30,Unpaid,0.18,262.17,1456.5
H2255,Nov,2025,2025-2255-01 to 2025-2255-30,Pending,0.18,330.69,1837.1399999999999
H2256,Dec,2025,2025-2256-01 to 2025-2256-30,Paid,0.18,245.2,1362.23
H2257,Jan,2025,2025-2257-01 to 2025-2257-30,Unpaid,0.18,273.94,1521.9
H2258,Feb,2025,2025-2258-01 to 2025-2258-30,Pending,0.18,346.87,1927.0500000000002
H2259,Mar,2025,2025-2259-01 to 2025-2259-30,Unpaid,0.18,267.05,1483.6100000000001
H2260,Apr,2025,2025-2260-01 to 2025-2260-30,Pending,0.18,244.66,1359.2400000000002
H2261,May,2025,2025-2261-01 to 2025-2261-30,Paid,0.18,299.14,1661.8999999999999
H2262,Jun,2025,2025-2262-01 to 2025-2262-30,Paid,0.18,285.52,1586.2400000000002
H2263,Jul,2025,2025-2263-01 to 2025-2263-30,Unpaid,0.18,230.83,1282.39
H2264,Aug,2025,2025-2264-01 to 2025-2264-30,Pending,0.18,293.08,1628.25
H2265,Sep,2025,2025-2265-01 to 2025-2265-30,Unpaid,0.18,298.23,1656.81
H2266,Oct,2025,2025-2266-01 to 2025-2266-30,Pending,0.18,372.21,2067.84
H2267,Nov,2025,2025-2267-01 to 2025-2267-30,Paid,0.18,209.3,1162.76
H2268,Dec,2025,2025-2268-01 to 2025-2268-30,Paid,0.18,150.22,834.55
H2269,Jan,2025,2025-2269-01 to 2025-2269-30,Paid,0.18,330.05,1833.6
H2270,Feb,2025,2025-2270-01 to 2025-2270-30,Unpaid,0.18,234.11,1300.63
H2271,Mar,2025,2025-2271-01 to 2025-2271-30,Paid,0.18,306.59,1703.2900000000002
H2272,Apr,2025,2025-2272-01 to 2025-2272-30,Pending,0.18,249.57,1386.4999999999998
H2273,May,2025,2025-2273-01 to 2025-2273-30,Unpaid,0.18,272.87,1515.92
H2274,Jun,2025,2025-2274-01 to 2025-2274-30,Unpaid,0.18,357.01,1983.4000000000003
H2275,Jul,2025,2025-2275-01 to 2025-2275-30,Pending,0.18,330.72,1837.33
H2276,Aug,2025,2025-2276-01 to 2025-2276-30,Unpaid,0.18,247.47,1374.8400000000001
H2277,Sep,2025,2025-2277-01 to 2025-2277-30,Pending,0.18,315.03,1750.1399999999999
H2278,Oct,2025,2025-2278-01 to 2025-2278-30,Pending,0.18,233.93,1299.59
H2279,Nov,2025,2025-2279-01 to 2025-2279-30,Pending,0.18,278.85,1549.14
H2280,Dec,2025,2025-2280-01 to 2025-2280-30,Paid,0.18,323.81,1798.92
H2281,Jan,2025,2025-2281-01 to 2025-2281-30,Unpaid,0.18,260.57,1447.6
H2282,Feb,2025,2025-2282-01 to 2025-2282-30,Paid,0.18,306.36,1702.0099999999998
H2283,Mar,2025,2025-2283-01 to 2025-2283-30,Pending,0.18,211.39,1174.3999999999999
H2284,Apr,2025,2025-2284-01 to 2025-2284-30,Unpaid,0.18,250.0,1388.87
H2285,May,2025,2025-2285-01 to 2025-2285-30,Pending,0.18,365.69,2031.6000000000001
H2286,Jun,2025,2025-2286-01 to 2025-2286-30,Pending,0.18,311.1,1728.3200000000002
H2287,Jul,2025,2025-2287-01 to 2025-2287-30,Unpaid,0.18,251.77,1398.73
H2288,Aug,2025,2025-2288-01 to 2025-2288-30,Paid,0.18,276.51,1536.15
H2289,Sep,2025,2025-2289-01 to 2025-2289-30,Pending,0.18,258.18,1434.32
H2290,Oct,2025,2025-2290-01 to 2025-2290-30,Pending,0.18,269.68,1498.2199999999998
H2291,Nov,2025,2025-2291-01 to 2025-2291-30,Unpaid,0.18,309.84,1721.31
H2292,Dec,2025,2025-2292-01 to 2025-2292-30,Pending,0.18,303.42,1685.68
H2293,Jan,2025,2025-2293-01 to 2025-2293-30,Pending,0.18,274.01,1522.2600000000002
H2294,Feb,2025,2025-2294-01 to 2025-2294-30,Pending,0.18,313.73,1742.9700000000003
H2295,Mar,2025,2025-2295-01 to 2025-2295-30,Paid,0.18,206.25,1145.84
H2296,Apr,2025,2025-2296-01 to 2025-2296-30,Paid,0.18,283.92,1577.32
H2297,May,2025,2025-2297-01 to 2025-2297-30,Pending,0.18,298.05,1655.83
H2298,Jun,2025,2025-2298-01 to 2025-2298-30,Unpaid,0.18,312.34,1735.2
H2299,Jul,2025,2025-2299-01 to 2025-2299-30,Unpaid,0.18,247.79,1376.63
H2300,Aug,2025,2025-2300-01 to 2025-2300-30,Paid,0.18,320.52,1780.6599999999999
H2301,Sep,2025,2025-2301-01 to 2025-2301-30,Paid,0.18,317.14,1761.9
H2302,Oct,2025,2025-2302-01 to 2025-2302-30,Unpaid,0.18,288.18,1600.99
H2303,Nov,2025,2025-2303-01 to 2025-2303-30,Pending,0.18,279.26,1551.4400000000003
H2304,Dec,2025,2025-2304-01 to 2025-2304-30,Unpaid,0.18,195.0,1083.3200000000002
H2305,Jan,2025,2025-2305-01 to 2025-2305-30,Unpaid,0.18,326.67,1814.8300000000002
H2306,Feb,2025,2025-2306-01 to 2025-2306-30,Pending,0.18,292.23,1623.4900000000002
H2307,Mar,2025,2025-2307-01 to 2025-2307-30,Unpaid,0.18,306.46,1702.58
H2308,Apr,2025,2025-2308-01 to 2025-2308-30,Paid,0.18,312.54,1736.3400000000001
H2309,May,2025,2025-2309-01 to 2025-2309-30,Unpaid,0.18,253.47,1408.18
H2310,Jun,2025,2025-2310-01 to 2025-2310-30,Unpaid,0.18,248.82,1382.3200000000002
H2311,Jul,2025,2025-2311-01 to 2025-2311-30,Unpaid,0.18,261.5,1452.7699999999998
H2312,Aug,2025,2025-2312-01 to 2025-2312-30,Pending,0.18,300.07,1667.0699999999997
H2313,Sep,2025,2025-2313-01 to 2025-2313-30,Pending,0.18,255.78,1420.98
H2314,Oct,2025,2025-2314-01 to 2025-2314-30,Pending,0.18,335.54,1864.1100000000004
H2315,Nov,2025,2025-2315-01 to 2025-2315-30,Unpaid,0.18,343.71,1909.4799999999998
H2316,Dec,2025,2025-2316-01 to 2025-2316-30,Unpaid,0.18,215.11,1195.06
H2317,Jan,2025,2025-2317-01 to 2025-2317-30,Paid,0.18,270.8,1504.4499999999998
H2318,Feb,2025,2025-2318-01 to 2025-2318-30,Unpaid,0.18,150.15,834.1699999999998
H2319,Mar,2025,2025-2319-01 to 2025-2319-30,Unpaid,0.18,255.43,1419.04
H2320,Apr,2025,2025-2320-01 to 2025-2320-30,Paid,0.18,262.29,1457.1399999999999
H2321,May,2025,2025-2321-01 to 2025-2321-30,Pending,0.18,263.32,1462.8700000000001
H2322,Jun,2025,2025-2322-01 to 2025-2322-30,Unpaid,0.18,361.76,2009.7500000000002
H2323,Jul,2025,2025-2323-01 to 2025-2323-30,Paid,0.18,268.66,1492.58
H2324,Aug,2025,2025-2324-01 to 2025-2324-30,Unpaid,0.18,229.62,1275.69
H2325,Sep,2025,2025-2325-01 to 2025-2325-30,Unpaid,0.18,229.51,1275.05
H2326,Oct,2025,2025-2326-01 to 2025-2326-30,Unpaid,0.18,247.89,1377.14
H2327,Nov,2025,2025-2327-01 to 2025-2327-30,Unpaid,0.18,339.5,1886.1200000000001
H2328,Dec,2025,2025-2328-01 to 2025-2328-30,Pending,0.18,304.08,1689.3100000000002
H2329,Jan,2025,2025-2329-01 to 2025-2329-30,Pending,0.18,293.19,1628.8100000000002
H2330,Feb,2025,2025-2330-01 to 2025-2330-30,Unpaid,0.18,294.33,1635.1499999999996
H2331,Mar,2025,2025-2331-01 to 2025-2331-30,Pending,0.18,366.38,2035.4699999999998
H2332,Apr,2025,2025-2332-01 to 2025-2332-30,Pending,0.18,293.92,1632.9
H2333,May,2025,2025-2333-01 to 2025-2333-30,Pending,0.18,309.78,1720.9899999999998
H2334,Jun,2025,2025-2334-01 to 2025-2334-30,Pending,0.18,284.75,1581.92
H2335,Jul,2025,2025-2335-01 to 2025-2335-30,Pending,0.18,266.45,1480.2900000000002
H2336,Aug,2025,2025-2336-01 to 2025-2336-30,Pending,0.18,224.66,1248.0900000000001
H2337,Sep,2025,2025-2337-01 to 2025-2337-30,Pending,0.18,319.46,1774.76
H2338,Oct,2025,2025-2338-01 to 2025-2338-30,Unpaid,0.18,272.83,1515.7499999999998
H2339,Nov,2025,2025-2339-01 to 2025-2339-30,Unpaid,0.18,262.71,1459.52
H2340,Dec,2025,2025-2340-01 to 2025-2340-30,Unpaid,0.18,275.59,1531.05
H2341,Jan,2025,2025-2341-01 to 2025-2341-30,Paid,0.18,258.5,1436.0900000000001
H2342,Feb,2025,2025-2342-01 to 2025-2342-30,Paid,0.18,277.05,1539.19
H2343,Mar,2025,2025-2343-01 to 2025-2343-30,Paid,0.18,261.75,1454.1499999999999
H2344,Apr,2025,2025-2344-01 to 2025-2344-30,Unpaid,0.18,171.53,952.9399999999999
H2345,May,2025,2025-2345-01 to 2025-2345-30,Paid,0.18,252.03,1400.1600000000003
H2346,Jun,2025,2025-2346-01 to 2025-2346-30,Unpaid,0.18,258.42,1435.6599999999999
H2347,Jul,2025,2025-2347-01 to 2025-2347-30,Unpaid,0.18,291.42,1619.0
H2348,Aug,2025,2025-2348-01 to 2025-2348-30,Pending,0.18,292.57,1625.37
H2349,Sep,2025,2025-2349-01 to 2025-2349-30,Paid,0.18,198.3,1101.65
H2350,Oct,2025,2025-2350-01 to 2025-2350-30,Paid,0.18,278.92,1549.5299999999997
H2351,Nov,2025,2025-2351-01 to 2025-2351-30,Unpaid,0.18,235.93,1310.73
H2352,Dec,2025,2025-2352-01 to 2025-2352-30,Paid,0.18,313.34,1740.7699999999995
H2353,Jan,2025,2025-2353-01 to 2025-2353-30,Paid,0.18,318.21,1767.8300000000002
H2354,Feb,2025,2025-2354-01 to 2025-2354-30,Paid,0.18,322.59,1792.1899999999998
H2355,Mar,2025,2025-2355-01 to 2025-2355-30,Pending,0.18,240.95,1338.6099999999997
H2356,Apr,2025,2025-2356-01 to 2025-2356-30,Unpaid,0.18,324.55,1803.03
H2357,May,2025,2025-2357-01 to 2025-2357-30,Paid,0.18,324.24,1801.33
H2358,Jun,2025,2025-2358-01 to 2025-2358-30,Paid,0.18,330.35,1835.29
H2359,Jul,2025,2025-2359-01 to 2025-2359-30,Unpaid,0.18,272.04,1511.33
H2360,Aug,2025,2025-2360-01 to 2025-2360-30,Unpaid,0.18,190.53,1058.4999999999998
H2361,Sep,2025,2025-2361-01 to 2025-2361-30,Pending,0.18,310.91,1727.28
H2362,Oct,2025,2025-2362-01 to 2025-2362-30,Pending,0.18,258.27,1434.8400000000001
H2363,Nov,2025,2025-2363-01 to 2025-2363-30,Unpaid,0.18,258.9,1438.34
H2364,Dec,2025,2025-2364-01 to 2025-2364-30,Paid,0.18,232.86,1293.67
H2365,Jan,2025,2025-2365-01 to 2025-2365-30,Unpaid,0.18,280.69,1559.38
H2366,Feb,2025,2025-2366-01 to 2025-2366-30,Unpaid,0.18,210.35,1168.6000000000001
H2367,Mar,2025,2025-2367-01 to 2025-2367-30,Paid,0.18,286.53,1591.8200000000002
H2368,Apr,2025,2025-2368-01 to 2025-2368-30,Unpaid,0.18,265.11,1472.8400000000001
H2369,May,2025,2025-2369-01 to 2025-2369-30,Pending,0.18,275.75,1531.9300000000003
H2370,Jun,2025,2025-2370-01 to 2025-2370-30,Unpaid,0.18,227.2,1262.24
H2371,Jul,2025,2025-2371-01 to 2025-2371-30,Paid,0.18,216.0,1199.98
H2372,Aug,2025,2025-2372-01 to 2025-2372-30,Pending,0.18,320.83,1782.3999999999999
H2373,Sep,2025,2025-2373-01 to 2025-2373-30,Unpaid,0.18,336.81,1871.16
H2374,Oct,2025,2025-2374-01 to 2025-2374-30,Paid,0.18,262.78,1459.8899999999999
H2375,Nov,2025,2025-2375-01 to 2025-2375-30,Unpaid,0.18,321.14,1784.09
H2376,Dec,2025,2025-2376-01 to 2025-2376-30,Paid,0.18,342.82,1904.57
H2377,Jan,2025,2025-2377-01 to 2025-2377-30,Unpaid,0.18,258.47,1435.95
H2378,Feb,2025,2025-2378-01 to 2025-2378-30,Unpaid,0.18,251.32,1396.2499999999998
H2379,Mar,2025,2025-2379-01 to 2025-2379-30,Unpaid,0.18,281.57,1564.2799999999997
H2380,Apr,2025,2025-2380-01 to 2025-2380-30,Pending,0.18,275.77,1532.04
H2381,May,2025,2025-2381-01 to 2025-2381-30,Paid,0.18,238.4,1324.4199999999998
H2382,Jun,2025,2025-2382-01 to 2025-2382-30,Paid,0.18,298.61,1658.9300000000003
H2383,Jul,2025,2025-2383-01 to 2025-2383-30,Paid,0.18,335.84,1865.79
H2384,Aug,2025,2025-2384-01 to 2025-2384-30,Pending,0.18,306.49,1702.7400000000002
H2385,Sep,2025,2025-2385-01 to 2025-2385-30,Pending,0.18,357.13,1984.05
H2386,Oct,2025,2025-2386-01 to 2025-2386-30,Unpaid,0.18,210.46,1169.24
H2387,Nov,2025,2025-2387-01 to 2025-2387-30,Pending,0.18,243.14,1350.8000000000002
H2388,Dec,2025,2025-2388-01 to 2025-2388-30,Paid,0.18,324.98,1805.4299999999998
H2389,Jan,2025,2025-2389-01 to 2025-2389-30,Pending,0.18,296.15,1645.29
H2390,Feb,2025,2025-2390-01 to 2025-2390-30,Paid,0.18,230.82,1282.32
H2391,Mar,2025,2025-2391-01 to 2025-2391-30,Unpaid,0.18,316.52,1758.45
H2392,Apr,2025,2025-2392-01 to 2025-2392-30,Paid,0.18,329.24,1829.1
H2393,May,2025,2025-2393-01 to 2025-2393-30,Pending,0.18,311.94,1733.0
H2394,Jun,2025,2025-2394-01 to 2025-2394-30,Unpaid,0.18,257.02,1427.89
H2395,Jul,2025,2025-2395-01 to 2025-2395-30,Pending,0.18,378.66,2103.6699999999996
H2396,Aug,2025,2025-2396-01 to 2025-2396-30,Paid,0.18,233.14,1295.21
H2397,Sep,2025,2025-2397-01 to 2025-2397-30,Pending,0.18,339.21,1884.5200000000002
H2398,Oct,2025,2025-2398-01 to 2025-2398-30,Unpaid,0.18,280.54,1558.5500000000002
H2399,Nov,2025,2025-2399-01 to 2025-2399-30,Pending,0.18,344.27,1912.6100000000001
H2400,Dec,2025,2025-2400-01 to 2025-2400-30,Unpaid,0.18,346.54,1925.22
H2401,Jan,2025,2025-2401-01 to 2025-2401-30,Unpaid,0.18,221.83,1232.39
H2402,Feb,2025,2025-2402-01 to 2025-2402-30,Paid,0.18,224.47,1247.05
H2403,Mar,2025,2025-2403-01 to 2025-2403-30,Paid,0.18,332.44,1846.9
H2404,Apr,2025,2025-2404-01 to 2025-2404-30,Pending,0.18,226.03,1255.73
H2405,May,2025,2025-2405-01 to 2025-2405-30,Unpaid,0.18,383.79,2132.18
H2406,Jun,2025,2025-2406-01 to 2025-2406-30,Paid,0.18,333.59,1853.2900000000002
H2407,Jul,2025,2025-2407-01 to 2025-2407-30,Pending,0.18,266.26,1479.2000000000003
H2408,Aug,2025,2025-2408-01 to 2025-2408-30,Unpaid,0.18,249.54,1386.31
H2409,Sep,2025,2025-2409-01 to 2025-2409-30,Unpaid,0.18,272.25,1512.48
H2410,Oct,2025,2025-2410-01 to 2025-2410-30,Paid,0.18,299.27,1662.63
H2411,Nov,2025,2025-2411-01 to 2025-2411-30,Pending,0.18,256.78,1426.56
H2412,Dec,2025,2025-2412-01 to 2025-2412-30,Paid,0.18,331.55,1841.9199999999996
H2413,Jan,2025,2025-2413-01 to 2025-2413-30,Pending,0.18,229.86,1277.02
H2414,Feb,2025,2025-2414-01 to 2025-2414-30,Pending,0.18,275.71,1531.71
H2415,Mar,2025,2025-2415-01 to 2025-2415-30,Unpaid,0.18,195.85,1088.06
H2416,Apr,2025,2025-2416-01 to 2025-2416-30,Unpaid,0.18,280.9,1560.5700000000002
H2417,May,2025,2025-2417-01 to 2025-2417-30,Paid,0.18,200.56,1114.2
H2418,Jun,2025,2025-2418-01 to 2025-2418-30,Paid,0.18,313.09,1739.3899999999999
H2419,Jul,2025,2025-2419-01 to 2025-2419-30,Pending,0.18,262.9,1460.5499999999997
H2420,Aug,2025,2025-2420-01 to 2025-2420-30,Paid,0.18,248.55,1380.8600000000001
H2421,Sep,2025,2025-2421-01 to 2025-2421-30,Pending,0.18,221.74,1231.8899999999999
H2422,Oct,2025,2025-2422-01 to 2025-2422-30,Pending,0.18,289.98,1611.0
H2423,Nov,2025,2025-2423-01 to 2025-2423-30,Pending,0.18,278.13,1545.17
H2424,Dec,2025,2025-2424-01 to 2025-2424-30,Paid,0.18,263.54,1464.13
H2425,Jan,2025,2025-2425-01 to 2025-2425-30,Pending,0.18,283.98,1577.6700000000003
H2426,Feb,2025,2025-2426-01 to 2025-2426-30,Paid,0.18,355.31,1973.97
H2427,Mar,2025,2025-2427-01 to 2025-2427-30,Pending,0.18,274.33,1524.08
H2428,Apr,2025,2025-2428-01 to 2025-2428-30,Pending,0.18,320.26,1779.22
H2429,May,2025,2025-2429-01 to 2025-2429-30,Pending,0.18,329.81,1832.2900000000002
H2430,Jun,2025,2025-2430-01 to 2025-2430-30,Pending,0.18,241.44,1341.3099999999997
H2431,Jul,2025,2025-2431-01 to 2025-2431-30,Paid,0.18,263.4,1463.36
H2432,Aug,2025,2025-2432-01 to 2025-2432-30,Paid,0.18,319.32,1774.0100000000002
H2433,Sep,2025,2025-2433-01 to 2025-2433-30,Paid,0.18,230.52,1280.6399999999999
H2434,Oct,2025,2025-2434-01 to 2025-2434-30,Pending,0.18,239.9,1332.7900000000002
H2435,Nov,2025,2025-2435-01 to 2025-2435-30,Unpaid,0.18,292.97,1627.63
H2436,Dec,2025,2025-2436-01 to 2025-2436-30,Unpaid,0.18,194.74,1081.88
H2437,Jan,2025,2025-2437-01 to 2025-2437-30,Pending,0.18,307.79,1709.93
H2438,Feb,2025,2025-2438-01 to 2025-2438-30,Paid,0.18,204.69,1137.15
H2439,Mar,2025,2025-2439-01 to 2025-2439-30,Pending,0.18,233.57,1297.6200000000001
H2440,Apr,2025,2025-2440-01 to 2025-2440-30,Paid,0.18,277.91,1543.92
H2441,May,2025,2025-2441-01 to 2025-2441-30,Paid,0.18,312.35,1735.2600000000002
H2442,Jun,2025,2025-2442-01 to 2025-2442-30,Pending,0.18,251.24,1395.76
H2443,Jul,2025,2025-2443-01 to 2025-2443-30,Paid,0.18,160.34,890.78
H2444,Aug,2025,2025-2444-01 to 2025-2444-30,Paid,0.18,282.58,1569.8700000000001
H2445,Sep,2025,2025-2445-01 to 2025-2445-30,Pending,0.18,315.86,1754.79
H2446,Oct,2025,2025-2446-01 to 2025-2446-30,Paid,0.18,229.46,1274.75
H2447,Nov,2025,2025-2447-01 to 2025-2447-30,Unpaid,0.18,339.49,1886.04
H2448,Dec,2025,2025-2448-01 to 2025-2448-30,Paid,0.18,319.01,1772.27
H2449,Jan,2025,2025-2449-01 to 2025-2449-30,Paid,0.18,316.14,1756.3600000000001
H2450,Feb,2025,2025-2450-01 to 2025-2450-30,Paid,0.18,283.73,1576.2700000000002
H2451,Mar,2025,2025-2451-01 to 2025-2451-30,Paid,0.18,242.64,1348.02
H2452,Apr,2025,2025-2452-01 to 2025-2452-30,Paid,0.18,245.87,1365.92
H2453,May,2025,2025-2453-01 to 2025-2453-30,Paid,0.18,301.2,1673.35
H2454,Jun,2025,2025-2454-01 to 2025-2454-30,Pending,0.18,184.35,1024.14
H2455,Jul,2025,2025-2455-01 to 2025-2455-30,Pending,0.18,293.54,1630.79
H2456,Aug,2025,2025-2456-01 to 2025-2456-30,Paid,0.18,312.95,1738.5900000000001
H2457,Sep,2025,2025-2457-01 to 2025-2457-30,Unpaid,0.18,344.96,1916.47
H2458,Oct,2025,2025-2458-01 to 2025-2458-30,Paid,0.18,250.24,1390.2199999999998
H2459,Nov,2025,2025-2459-01 to 2025-2459-30,Paid,0.18,307.6,1708.8700000000003
H2460,Dec,2025,2025-2460-01 to 2025-2460-30,Unpaid,0.18,247.7,1376.1
H2461,Jan,2025,2025-2461-01 to 2025-2461-30,Pending,0.18,282.41,1568.94
H2462,Feb,2025,2025-2462-01 to 2025-2462-30,Unpaid,0.18,278.82,1548.9999999999998
H2463,Mar,2025,2025-2463-01 to 2025-2463-30,Unpaid,0.18,297.61,1653.4
H2464,Apr,2025,2025-2464-01 to 2025-2464-30,Paid,0.18,310.59,1725.48
H2465,May,2025,2025-2465-01 to 2025-2465-30,Paid,0.18,305.58,1697.6799999999998
H2466,Jun,2025,2025-2466-01 to 2025-2466-30,Pending,0.18,322.39,1791.08
H2467,Jul,2025,2025-2467-01 to 2025-2467-30,Unpaid,0.18,261.99,1455.49
H2468,Aug,2025,2025-2468-01 to 2025-2468-30,Unpaid,0.18,244.0,1355.55
H2469,Sep,2025,2025-2469-01 to 2025-2469-30,Unpaid,0.18,217.97,1210.97
H2470,Oct,2025,2025-2470-01 to 2025-2470-30,Unpaid,0.18,222.18,1234.34
H2471,Nov,2025,2025-2471-01 to 2025-2471-30,Unpaid,0.18,218.22,1212.36
H2472,Dec,2025,2025-2472-01 to 2025-2472-30,Unpaid,0.18,338.72,1881.8000000000002
H2473,Jan,2025,2025-2473-01 to 2025-2473-30,Paid,0.18,316.98,1760.99
H2474,Feb,2025,2025-2474-01 to 2025-2474-30,Unpaid,0.18,336.76,1870.8900000000003
H2475,Mar,2025,2025-2475-01 to 2025-2475-30,Pending,0.18,157.22,873.42
